% Model:              cavity-set1-0.01.mph
% freq (Hz)                                       V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))                          V^2 (kg^2*m^6/(s^6*A^2))
1.6974625276068855E15                             8.333274659626274E14                              8.333577451713555E14                              8.333994964089192E14                              8.335787629418198E14                              8.343004195109894E14                              8.372218367282992E14                              8.492830113140539E14
1.6975720625186495E15                             8.33327445121721E14                               8.33357700998277E14                               8.333994338931771E14                              8.335785635714696E14                              8.342996608729504E14                              8.372187854098642E14                              8.492702037330429E14
1.6976815974304135E15                             8.333274241594691E14                              8.333576570045941E14                              8.333993715015998E14                              8.335783645207978E14                              8.34298903383717E14                               8.37215738686974E14                               8.492574158380915E14
1.6977911323421775E15                             8.33327403074703E14                               8.333576131891545E14                              8.333993092337908E14                              8.33578165789009E14                               8.342981470406621E14                              8.372126965492416E14                              8.49244647584014E14
1.6979006672539415E15                             8.333273818662268E14                              8.333575695508231E14                              8.333992470893471E14                              8.33577967375305E14                               8.34297391841159E14                               8.372096589863204E14                              8.492318989257662E14
1.6980102021657055E15                             8.333273605328336E14                              8.333575260884721E14                              8.333991850678752E14                              8.335777692789028E14                              8.342966377826029E14                              8.37206625987905E14                               8.492191698184304E14
1.6981197370774695E15                             8.333273390733112E14                              8.333574828009785E14                              8.333991231689808E14                              8.335775714990171E14                              8.34295884862385E14                               8.372035975437086E14                              8.492064602172256E14
1.6982292719892335E15                             8.333273174864218E14                              8.333574396872352E14                              8.333990613922742E14                              8.335773740348465E14                              8.34295133077909E14                               8.372005736434789E14                              8.491937700775218E14
1.6983388069009975E15                             8.333272957709151E14                              8.333573967461378E14                              8.333989997373579E14                              8.335771768856266E14                              8.342943824265938E14                              8.371975542769932E14                              8.49181099354797E14
1.6984483418127615E15                             8.333272739255332E14                              8.333573539766002E14                              8.333989382038496E14                              8.335769800505666E14                              8.342936329058455E14                              8.371945394340679E14                              8.491684480047004E14
1.6985578767245255E15                             8.333272519489942E14                              8.333573113775442E14                              8.333988767913579E14                              8.33576783528897E14                               8.342928845131048E14                              8.371915291045372E14                              8.491558159829904E14
1.6986674116362895E15                             8.333272298400178E14                              8.333572689478946E14                              8.333988154995022E14                              8.335765873198452E14                              8.342921372458028E14                              8.371885232782735E14                              8.491432032455712E14
1.6987769465480535E15                             8.333272075972791E14                              8.333572266865894E14                              8.333987543278985E14                              8.33576391422631E14                               8.342913911013869E14                              8.371855219451779E14                              8.491306097484682E14
1.6988864814598175E15                             8.333271852194662E14                              8.333571845925782E14                              8.333986932761638E14                              8.335761958364939E14                              8.342906460772994E14                              8.37182525095184E14                               8.49118035447858E14
1.6989960163715818E15                             8.333271627052374E14                              8.333571426648162E14                              8.333986323439206E14                              8.335760005606635E14                              8.342899021710054E14                              8.371795327182451E14                              8.491054803000381E14
1.6991055512833458E15                             8.333271400532354E14                              8.333571009022696E14                              8.333985715307856E14                              8.335758055943825E14                              8.342891593799782E14                              8.371765448043668E14                              8.490929442614418E14
1.6992150861951098E15                             8.333271172620949E14                              8.333570593039119E14                              8.333985108363918E14                              8.335756109368841E14                              8.342884177016801E14                              8.371735613435601E14                              8.490804272886405E14
1.6993246211068738E15                             8.333270943304249E14                              8.33357017868723E14                               8.333984502603611E14                              8.335754165874166E14                              8.342876771336016E14                              8.371705823258789E14                              8.490679293383116E14
1.6994341560186378E15                             8.333270712568136E14                              8.333569765957E14                                 8.333983898023172E14                              8.335752225452209E14                              8.342869376732349E14                              8.371676077414069E14                              8.490554503672894E14
1.6995436909304018E15                             8.333270480398478E14                              8.333569354838429E14                              8.333983294618934E14                              8.335750288095489E14                              8.3428619931808E14                                8.371646375802502E14                              8.490429903325478E14
1.6996532258421658E15                             8.333270246780781E14                              8.333568945321522E14                              8.333982692387165E14                              8.335748353796412E14                              8.342854620656341E14                              8.371616718325545E14                              8.490305491911612E14
1.6997627607539298E15                             8.333270011700569E14                              8.333568537396596E14                              8.333982091324232E14                              8.335746422547579E14                              8.34284725913414E14                               8.37158710488486E14                               8.490181269003456E14
1.6998722956656938E15                             8.333269775143006E14                              8.333568131053739E14                              8.333981491426506E14                              8.335744494341596E14                              8.342839908589394E14                              8.37155753538245E14                               8.49005723417439E14
1.6999818305774578E15                             8.333269537093169E14                              8.333567726283418E14                              8.333980892690252E14                              8.335742569170939E14                              8.342832568997449E14                              8.371528009720614E14                              8.489933386999344E14
1.7000913654892218E15                             8.333269297535902E14                              8.333567323076002E14                              8.33398029511188E14                               8.33574064702827E14                               8.342825240333646E14                              8.371498527801861E14                              8.489809727054151E14
1.700200900400986E15                              8.33326905645589E14                               8.333566921421976E14                              8.333979698687821E14                              8.335738727906148E14                              8.342817922573399E14                              8.37146908952911E14                               8.489686253916188E14
1.70031043531275E15                               8.333268813837611E14                              8.333566521311948E14                              8.333979103414488E14                              8.335736811797352E14                              8.342810615692182E14                              8.371439694805474E14                              8.489562967164014E14
1.700419970224514E15                              8.333268569665346E14                              8.333566122736556E14                              8.333978509288218E14                              8.335734898694484E14                              8.34280331966567E14                               8.37141034353443E14                               8.489439866377435E14
1.700529505136278E15                              8.33326832392318E14                               8.33356572568651E14                               8.333977916305554E14                              8.335732988590268E14                              8.342796034469489E14                              8.371381035619651E14                              8.489316951137596E14
1.700639040048042E15                              8.333268076594985E14                              8.333565330152672E14                              8.3339773244629E14                                8.335731081477398E14                              8.34278876007933E14                               8.371351770965171E14                              8.489194221026742E14
1.700748574959806E15                              8.33326782766439E14                               8.333564936125902E14                              8.333976733756746E14                              8.335729177348645E14                              8.342781496471034E14                              8.371322549475325E14                              8.489071675628552E14
1.70085810987157E15                               8.333267577114844E14                              8.333564543597166E14                              8.333976144183554E14                              8.335727276196821E14                              8.342774243620459E14                              8.371293371054571E14                              8.488949314527851E14
1.700967644783334E15                              8.333267324929644E14                              8.333564152557506E14                              8.333975555739832E14                              8.335725378014734E14                              8.342767001503604E14                              8.3712642356079E14                                8.488827137310685E14
1.701077179695098E15                              8.333267071091772E14                              8.333563762998024E14                              8.333974968422171E14                              8.335723482795194E14                              8.342759770096461E14                              8.37123514304035E14                               8.488705143564354E14
1.701186714606862E15                              8.333266815583995E14                              8.33356337490992E14                               8.333974382227022E14                              8.33572159053105E14                               8.342752549375179E14                              8.371206093257396E14                              8.488583332877485E14
1.701296249518626E15                              8.333266558388865E14                              8.333562988284425E14                              8.333973797150942E14                              8.335719701215191E14                              8.342745339315812E14                              8.37117708616468E14                               8.488461704839786E14
1.70140578443039E15                               8.333266299488718E14                              8.333562603112872E14                              8.333973213190525E14                              8.335717814840514E14                              8.342738139894722E14                              8.371148121668238E14                              8.488340259042318E14
1.701515319342154E15                              8.333266038865718E14                              8.333562219386689E14                              8.333972630342391E14                              8.335715931399926E14                              8.342730951088214E14                              8.37111919967428E14                               8.488218995077218E14
1.701624854253918E15                              8.333265776501626E14                              8.333561837097272E14                              8.333972048603045E14                              8.33571405088644E14                               8.342723772872576E14                              8.371090320089312E14                              8.488097912537946E14
1.701734389165682E15                              8.333265512378144E14                              8.333561456236285E14                              8.333971467969175E14                              8.335712173292955E14                              8.342716605224334E14                              8.371061482820195E14                              8.48797701101919E14
1.701843924077446E15                              8.333265246476504E14                              8.333561076795212E14                              8.333970888437351E14                              8.335710298612504E14                              8.342709448120064E14                              8.371032687773944E14                              8.487856290116825E14
1.70195345898921E15                               8.333264978777949E14                              8.333560698765732E14                              8.333970310004241E14                              8.335708426838111E14                              8.34270230153623E14                               8.371003934857944E14                              8.487735749427752E14
1.702062993900974E15                              8.333264709263258E14                              8.333560322139704E14                              8.333969732666586E14                              8.33570655796281E14                               8.342695165449604E14                              8.370975223979841E14                              8.487615388550312E14
1.702172528812738E15                              8.333264437912992E14                              8.333559946908778E14                              8.333969156420902E14                              8.335704691979655E14                              8.34268803983688E14                               8.370946555047465E14                              8.487495207084011E14
1.702282063724502E15                              8.333264164707544E14                              8.333559573064942E14                              8.33396858126396E14                               8.335702828881805E14                              8.342680924674928E14                              8.370917927968996E14                              8.487375204629319E14
1.702391598636266E15                              8.333263889626895E14                              8.333559200600021E14                              8.333968007192436E14                              8.335700968662286E14                              8.342673819940582E14                              8.370889342652846E14                              8.48725538078813E14
1.70250113354803E15                               8.333263612650868E14                              8.333558829506175E14                              8.333967434203065E14                              8.335699111314266E14                              8.34266672561073E14                               8.370860799007761E14                              8.487135735163406E14
1.702610668459794E15                              8.333263333758919E14                              8.333558459775309E14                              8.333966862292579E14                              8.335697256830928E14                              8.34265964166245E14                               8.370832296942625E14                              8.487016267359306E14
1.702720203371558E15                              8.333263052930252E14                              8.333558091399672E14                              8.333966291457701E14                              8.335695405205455E14                              8.342652568072868E14                              8.37080383636674E14                               8.4868969769812E14
1.702829738283322E15                              8.333262770143781E14                              8.333557724371355E14                              8.333965721695155E14                              8.335693556431042E14                              8.342645504819019E14                              8.370775417189596E14                              8.486777863635479E14
1.702939273195086E15                              8.333262485378176E14                              8.333557358682719E14                              8.333965153001805E14                              8.3356917105009E14                                8.342638451878226E14                              8.370747039320875E14                              8.486658926929898E14
1.70304880810685E15                               8.333262198611639E14                              8.333556994325962E14                              8.333964585374348E14                              8.335689867408325E14                              8.342631409227689E14                              8.370718702670656E14                              8.486540166473226E14
1.703158343018614E15                              8.333261909822234E14                              8.3335566312935E14                                8.333964018809638E14                              8.335688027146532E14                              8.342624376844878E14                              8.370690407149192E14                              8.486421581875372E14
1.703267877930378E15                              8.333261618987689E14                              8.333556269577815E14                              8.333963453304484E14                              8.335686189708826E14                              8.342617354707058E14                              8.370662152667055E14                              8.486303172747579E14
1.703377412842142E15                              8.333261326085274E14                              8.333555909171328E14                              8.333962888855669E14                              8.335684355088575E14                              8.342610342791904E14                              8.37063393913506E14                               8.486184938701982E14
1.703486947753906E15                              8.333261031092111E14                              8.333555550066654E14                              8.333962325460086E14                              8.335682523279069E14                              8.342603341076839E14                              8.370605766464192E14                              8.486066879352025E14
1.70359648266567E15                               8.33326073398487E14                               8.333555192256315E14                              8.333961763114542E14                              8.335680694273708E14                              8.342596349539485E14                              8.370577634565855E14                              8.485948994312216E14
1.703706017577434E15                              8.333260434739932E14                              8.33355483573307E14                               8.333961201815902E14                              8.335678868065832E14                              8.342589368157625E14                              8.370549543351518E14                              8.485831283198224E14
1.7038155524891982E15                             8.333260133333281E14                              8.333554480489605E14                              8.333960641561119E14                              8.335677044648889E14                              8.342582396908936E14                              8.370521492733149E14                              8.485713745626884E14
1.7039250874009622E15                             8.333259829740701E14                              8.33355412651867E14                               8.333960082347034E14                              8.335675224016282E14                              8.34257543577124E14                               8.370493482622758E14                              8.485596381216018E14
1.7040346223127262E15                             8.333259523937375E14                              8.333553773813146E14                              8.33395952417055E14                               8.335673406161446E14                              8.342568484722435E14                              8.37046551293268E14                               8.485479189584765E14
1.7041441572244902E15                             8.333259215898404E14                              8.333553422365885E14                              8.333958967028562E14                              8.335671591077881E14                              8.342561543740504E14                              8.370437583575528E14                              8.485362170353182E14
1.7042536921362542E15                             8.333258905598189E14                              8.333553072169874E14                              8.333958410918088E14                              8.335669778759099E14                              8.34255461280342E14                               8.370409694464125E14                              8.485245323142555E14
1.7043632270480182E15                             8.333258593011145E14                              8.333552723218094E14                              8.333957855836006E14                              8.335667969198569E14                              8.342547691889282E14                              8.370381845511611E14                              8.485128647575276E14
1.7044727619597822E15                             8.33325827811093E14                               8.333552375503548E14                              8.33395730177925E14                               8.335666162389808E14                              8.342540780976222E14                              8.37035403663133E14                               8.485012143274826E14
1.7045822968715462E15                             8.333257960871002E14                              8.333552029019439E14                              8.33395674874489E14                               8.335664358326425E14                              8.342533880042444E14                              8.370326267736872E14                              8.484895809865695E14
1.7046918317833102E15                             8.333257641264439E14                              8.333551683758836E14                              8.333956196729832E14                              8.3356625570019E14                                8.342526989066292E14                              8.370298538742092E14                              8.484779646973566E14
1.7048013666950742E15                             8.333257319263874E14                              8.33355133971501E14                               8.333955645731076E14                              8.335660758410002E14                              8.342520108026024E14                              8.370270849560994E14                              8.484663654225296E14
1.7049109016068385E15                             8.33325699484143E14                               8.333550996881174E14                              8.3339550957457E14                                8.335658962544209E14                              8.342513236900045E14                              8.37024320010806E14                               8.484547831248598E14
1.7050204365186025E15                             8.333256667968882E14                              8.333550655250684E14                              8.333954546770618E14                              8.3356571693982E14                                8.342506375666894E14                              8.370215590297838E14                              8.484432177672441E14
1.7051299714303665E15                             8.333256338617615E14                              8.333550314816844E14                              8.333953998802982E14                              8.335655378965642E14                              8.342499524304975E14                              8.37018802004514E14                               8.484316693126829E14
1.7052395063421305E15                             8.333256006758585E14                              8.333549975573151E14                              8.333953451839765E14                              8.335653591240194E14                              8.342492682792976E14                              8.370160489265012E14                              8.484201377242815E14
1.7053490412538945E15                             8.333255672362169E14                              8.333549637513014E14                              8.33395290587803E14                               8.335651806215555E14                              8.342485851109575E14                              8.370132997872844E14                              8.484086229652588E14
1.7054585761656585E15                             8.333255335398359E14                              8.333549300629952E14                              8.333952360914911E14                              8.335650023885464E14                              8.34247902923339E14                               8.370105545784162E14                              8.483971249989346E14
1.7055681110774225E15                             8.333254995836772E14                              8.333548964917508E14                              8.333951816947392E14                              8.335648244243665E14                              8.34247221714322E14                               8.370078132914764E14                              8.483856437887349E14
1.7056776459891865E15                             8.33325465364638E14                               8.333548630369341E14                              8.33395127397263E14                               8.335646467283916E14                              8.342465414817934E14                              8.370050759180735E14                              8.483741792981931E14
1.7057871809009505E15                             8.333254308795748E14                              8.333548296979071E14                              8.33395073198776E14                               8.335644692999969E14                              8.342458622236429E14                              8.37002342449836E14                               8.483627314909544E14
1.7058967158127145E15                             8.33325396125299E14                               8.33354796474042E14                               8.333950190989859E14                              8.335642921385661E14                              8.342451839377666E14                              8.369996128784116E14                              8.483513003307514E14
1.7060062507244785E15                             8.3332536109857E14                                8.333547633647115E14                              8.33394965097605E14                               8.335641152434776E14                              8.342445066220669E14                              8.369968871954801E14                              8.483398857814525E14
1.7061157856362425E15                             8.333253257960841E14                              8.333547303692934E14                              8.333949111943488E14                              8.335639386141229E14                              8.34243830274449E14                               8.369941653927462E14                              8.483284878069961E14
1.7062253205480065E15                             8.333252902144994E14                              8.333546974871734E14                              8.333948573889346E14                              8.335637622498792E14                              8.342431548928319E14                              8.369914474619246E14                              8.48317106371444E14
1.7063348554597705E15                             8.333252543504139E14                              8.333546647177471E14                              8.333948036810788E14                              8.335635861501429E14                              8.342424804751335E14                              8.369887333947658E14                              8.483057414389595E14
1.7064443903715345E15                             8.333252182003712E14                              8.333546320604032E14                              8.333947500704991E14                              8.335634103142924E14                              8.342418070192855E14                              8.369860231830445E14                              8.48294392973806E14
1.7065539252832985E15                             8.333251817608619E14                              8.333545995145352E14                              8.333946965569139E14                              8.3356323474173E14                                8.342411345232128E14                              8.369833168185536E14                              8.482830609403515E14
1.7066634601950625E15                             8.333251450283129E14                              8.333545670795488E14                              8.333946431400415E14                              8.335630594318475E14                              8.342404629848569E14                              8.369806142931095E14                              8.482717453030672E14
1.7067729951068265E15                             8.333251079990961E14                              8.333545347548502E14                              8.333945898196108E14                              8.335628843840355E14                              8.342397924021625E14                              8.369779155985538E14                              8.48260446026519E14
1.7068825300185905E15                             8.333250706695319E14                              8.333545025398548E14                              8.333945365953329E14                              8.335627095977011E14                              8.342391227730826E14                              8.369752207267488E14                              8.482491630753974E14
1.7069920649303545E15                             8.333250330358665E14                              8.33354470433969E14                               8.33394483466942E14                               8.335625350722364E14                              8.342384540955704E14                              8.369725296695849E14                              8.48237896414465E14
1.7071015998421185E15                             8.333249950942925E14                              8.333544384366175E14                              8.333944304341559E14                              8.335623608070455E14                              8.342377863675878E14                              8.369698424189648E14                              8.482266460085986E14
1.7072111347538825E15                             8.333249568409346E14                              8.333544065472232E14                              8.33394377496705E14                               8.335621868015266E14                              8.342371195871048E14                              8.369671589668341E14                              8.482154118227846E14
1.7073206696656465E15                             8.333249182718629E14                              8.333543747652141E14                              8.333943246543138E14                              8.335620130550952E14                              8.342364537520942E14                              8.369644793051438E14                              8.482041938220966E14
1.7074302045774105E15                             8.33324879383073E14                               8.333543430900226E14                              8.333942719067111E14                              8.335618395671484E14                              8.342357888605376E14                              8.369618034258618E14                              8.481929919717084E14
1.7075397394891745E15                             8.333248401704915E14                              8.333543115210815E14                              8.333942192536225E14                              8.335616663371009E14                              8.342351249104191E14                              8.369591313210016E14                              8.481818062369046E14
1.7076492744009385E15                             8.333248006299765E14                              8.333542800578355E14                              8.333941666947865E14                              8.335614933643655E14                              8.342344618997298E14                              8.369564629825835E14                              8.481706365830606E14
1.7077588093127025E15                             8.333247607573226E14                              8.333542486997276E14                              8.33394114229928E14                               8.335613206483501E14                              8.342337998264665E14                              8.369537984026556E14                              8.48159482975649E14
1.7078683442244665E15                             8.333247205482538E14                              8.333542174462035E14                              8.333940618587816E14                              8.335611481884752E14                              8.342331386886365E14                              8.369511375732791E14                              8.481483453802509E14
1.7079778791362305E15                             8.333246799984082E14                              8.333541862967166E14                              8.3339400958108E14                                8.335609759841478E14                              8.342324784842466E14                              8.369484804865599E14                              8.481372237625332E14
1.7080874140479945E15                             8.333246391033615E14                              8.333541552507268E14                              8.333939573965578E14                              8.335608040347982E14                              8.342318192113085E14                              8.369458271345934E14                              8.48126118088272E14
1.7081969489597585E15                             8.333245978586149E14                              8.333541243076881E14                              8.333939053049545E14                              8.335606323398384E14                              8.342311608678441E14                              8.369431775095316E14                              8.481150283233312E14
1.7083064838715225E15                             8.333245562595691E14                              8.333540934670634E14                              8.33393853305999E14                               8.335604608986898E14                              8.3423050345188E14                                8.3694053160352E14                                8.481039544336788E14
1.7084160187832865E15                             8.333245143015744E14                              8.333540627283244E14                              8.33393801399435E14                               8.335602897107825E14                              8.342298469614448E14                              8.369378894087451E14                              8.480928963853772E14
1.7085255536950508E15                             8.333244719798776E14                              8.333540320909414E14                              8.33393749585001E14                               8.335601187755304E14                              8.342291913945769E14                              8.369352509174064E14                              8.48081854144589E14
1.7086350886068148E15                             8.333244292896564E14                              8.333540015543908E14                              8.333936978624356E14                              8.335599480923768E14                              8.342285367493165E14                              8.369326161217288E14                              8.48070827677559E14
1.7087446235185788E15                             8.33324386225995E14                               8.333539711181479E14                              8.333936462314785E14                              8.335597776607409E14                              8.342278830237158E14                              8.369299850139551E14                              8.480598169506474E14
1.7088541584303428E15                             8.333243427838912E14                              8.333539407816978E14                              8.333935946918764E14                              8.33559607480055E14                               8.342272302158288E14                              8.369273575863501E14                              8.480488219303029E14
1.7089636933421068E15                             8.333242989582606E14                              8.333539105445245E14                              8.333935432433662E14                              8.335594375497559E14                              8.342265783237136E14                              8.369247338312131E14                              8.48037842583056E14
1.7090732282538708E15                             8.333242547439155E14                              8.333538804061218E14                              8.333934918856961E14                              8.33559267869271E14                               8.342259273454335E14                              8.369221137408415E14                              8.48026878875552E14
1.7091827631656348E15                             8.333242101355839E14                              8.333538503659794E14                              8.333934406186125E14                              8.335590984380441E14                              8.342252772790608E14                              8.369194973075799E14                              8.480159307745202E14
1.7092922980773988E15                             8.333241651279059E14                              8.333538204235902E14                              8.333933894418522E14                              8.335589292555058E14                              8.342246281226692E14                              8.3691688452377E14                                8.480049982467856E14
1.7094018329891628E15                             8.333241197154032E14                              8.33353790578463E14                               8.333933383551705E14                              8.335587603211018E14                              8.342239798743409E14                              8.36914275381791E14                               8.479940812592665E14
1.7095113679009268E15                             8.333240738925174E14                              8.333537608300948E14                              8.333932873583142E14                              8.3355859163427E14                                8.342233325321625E14                              8.369116698740408E14                              8.479831797789799E14
1.7096209028126908E15                             8.333240276535795E14                              8.333537311779952E14                              8.333932364510334E14                              8.335584231944569E14                              8.342226860942292E14                              8.369090679929302E14                              8.479722937730204E14
1.709730437724455E15                              8.333239809928102E14                              8.333537016216782E14                              8.333931856330752E14                              8.335582550011088E14                              8.342220405586329E14                              8.369064697309109E14                              8.479614232085966E14
1.709839972636219E15                              8.333239339043364E14                              8.333536721606525E14                              8.333931349041922E14                              8.335580870536641E14                              8.342213959234851E14                              8.369038750804234E14                              8.47950568052997E14
1.709949507547983E15                              8.333238863821721E14                              8.333536427944388E14                              8.33393084264137E14                               8.335579193515795E14                              8.342207521868814E14                              8.369012840339631E14                              8.479397282736025E14
1.710059042459747E15                              8.333238384202145E14                              8.333536135225594E14                              8.333930337126608E14                              8.335577518943002E14                              8.342201093469444E14                              8.368986965840194E14                              8.479289038378879E14
1.710168577371511E15                              8.333237900122495E14                              8.333535843445306E14                              8.333929832495186E14                              8.335575846812802E14                              8.342194674017908E14                              8.368961127231282E14                              8.479180947134269E14
1.710278112283275E15                              8.333237411519421E14                              8.333535552598828E14                              8.333929328744608E14                              8.335574177119762E14                              8.342188263495451E14                              8.368935324438218E14                              8.479073008678664E14
1.710387647195039E15                              8.333236918328488E14                              8.333535262681528E14                              8.333928825872512E14                              8.335572509858346E14                              8.342181861883402E14                              8.368909557386618E14                              8.478965222689655E14
1.710497182106803E15                              8.333236420483915E14                              8.333534973688691E14                              8.333928323876415E14                              8.335570845023196E14                              8.34217546916302E14                               8.368883826002382E14                              8.478857588845565E14
1.710606717018567E15                              8.3332359179187E14                                8.333534685615705E14                              8.333927822753918E14                              8.33556918260887E14                               8.342169085315815E14                              8.36885813021156E14                               8.478750106825702E14
1.710716251930331E15                              8.333235410564572E14                              8.333534398457945E14                              8.333927322502585E14                              8.335567522609988E14                              8.342162710323162E14                              8.368832469940356E14                              8.478642776310288E14
